City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Foumban,CM,5.7291,10.9001,62.55,99,100,0.83,moderate rain
348,Vardo,NO,70.3705,31.1107,55.38,100,100,10.36,overcast clouds
349,Ler,SS,8.3018,30.1418,70.72,86,95,1.19,overcast clouds
350,Shishou,CN,29.7226,112.419,92.1,65,17,16.28,few clouds
351,Aracaju,BR,-10.9111,-37.0717,69.75,94,40,4.61,scattered clouds
352,Boueni,YT,-12.9025,45.0761,75.18,73,13,15.66,few clouds
353,Del Rio,US,29.3627,-100.8968,95.11,38,0,6.91,clear sky
354,Vetlanda,SE,57.4289,15.0776,62.56,89,88,5.55,overcast clouds
355,Beringovskiy,RU,63.05,179.3167,49.35,70,79,6.73,broken clouds
356,Bosaso,SO,11.2842,49.1816,89.58,36,37,22.17,scattered clouds
357,Oussouye,SN,12.485,-16.5469,78.89,91,100,2.26,light rain
358,Victor Harbor,AU,-35.5667,138.6167,60.67,74,100,1.01,overcast clouds
359,Gat,IL,31.61,34.7642,75.88,100,0,1.61,clear sky
360,Buarcos,PT,40.166,-8.8768,66.67,90,96,8.84,overcast clouds
361,Alvdal,NO,62.1077,10.6307,52.32,88,100,4.79,overcast clouds
362,Kaeo,NZ,-35.1,173.7833,57.25,77,81,6.67,broken clouds
363,Mut,TR,36.6439,33.4389,73.62,32,0,8.9,clear sky
364,Severodvinsk,RU,64.5635,39.8302,59.11,73,99,2.33,overcast clouds
365,Ouahigouya,BF,13.5828,-2.4216,80.78,66,78,5.7,broken clouds
366,Tymovskoye,RU,50.8456,142.655,61.07,85,100,6.93,overcast clouds
367,Ust-Nera,RU,64.5667,143.2,76.96,48,93,1.86,overcast clouds
368,Yulara,AU,-25.2406,130.9889,74.35,19,0,9.8,clear sky
369,Tateyama,JP,34.9833,139.8667,80.53,94,75,6.91,mist
370,Nordhausen,DE,51.5167,10.8,65.01,98,90,7.7,overcast clouds
371,Kamaishi,JP,39.2667,141.8833,72.61,99,100,9.91,light rain
372,Asfi,MA,32.2994,-9.2372,72.91,86,36,19.89,scattered clouds
373,Khudumelapye,BW,-23.8833,24.75,51.49,74,6,6.44,clear sky
374,Ngunguru,NZ,-35.6167,174.5,55.26,74,63,7.2,broken clouds
375,Port Moresby,PG,-9.4431,147.1797,85.42,66,75,17.27,haze
376,Sao Joao De Pirabas,BR,-0.7747,-47.1772,74.71,91,61,4.45,broken clouds
377,Nikki,BJ,9.9401,3.2108,69.98,96,81,4.7,light rain
378,Hasaki,JP,35.7333,140.8333,90.28,84,12,19.84,moderate rain
379,Vilhena,BR,-12.7406,-60.1458,66.33,53,3,2.8,clear sky
380,Gorin,RU,51.1983,136.6669,55.36,98,100,7.34,overcast clouds
381,Kruisfontein,ZA,-34.0033,24.7314,49.19,70,57,7.45,broken clouds
382,Roma,US,43.2128,-75.4557,74.88,95,20,1.01,few clouds
383,Muriae,BR,-21.1306,-42.3664,61.83,94,28,2.17,scattered clouds
384,La Ronge,CA,55.1001,-105.2842,62.85,63,40,8.05,scattered clouds
385,Derzhavinsk,KZ,51.1,66.3167,72.3,44,17,7.16,few clouds
386,Conselheiro Pena,BR,-19.1722,-41.4722,70.59,80,99,3.24,overcast clouds
387,Crateus,BR,-5.1783,-40.6775,69.93,77,16,3.71,few clouds
388,Hamilton,US,39.1834,-84.5333,78.75,78,0,6.91,clear sky
389,Gigmoto,PH,13.7796,124.39,87.87,67,71,7.05,broken clouds
390,Vao,NC,-22.6667,167.4833,74.07,88,100,18.1,overcast clouds
391,Baykit,RU,61.67,96.37,71.62,54,19,8.52,light rain
392,Izhma,RU,65.0083,53.9113,56.5,39,87,6.53,overcast clouds
393,Kapoeta,SS,4.7717,33.5903,75.07,50,49,12.06,scattered clouds
394,Constitucion,CL,-35.3333,-72.4167,51.57,82,34,7.2,scattered clouds
395,Envira,BR,-7.3,-70.2167,72.73,74,22,2.77,few clouds
396,Surt,LY,31.2089,16.5887,76.75,64,0,6.06,clear sky
397,Vanimo,PG,-2.6741,141.3028,85.26,71,81,5.03,broken clouds
398,Bethanien,NA,-26.502,17.1583,53.6,36,0,6.89,clear sky
399,Alice Springs,AU,-23.7,133.8833,72.95,18,0,3.44,clear sky
400,General Pico,AR,-35.6566,-63.7568,44.74,46,0,5.91,clear sky
401,Koratla,IN,18.8167,78.7167,79.25,85,100,8.41,light rain
402,Narsaq,GL,60.9167,-46.05,50.22,77,10,4.54,clear sky
403,Broome,US,42.2506,-75.833,72.19,83,4,3.49,clear sky
404,Villena,ES,38.6373,-0.8657,73.45,58,0,1.72,clear sky
405,Safaga,EG,26.7292,33.9365,84.74,40,3,15.75,clear sky
406,Umm Lajj,SA,25.0213,37.2685,84.65,72,29,10.13,scattered clouds
407,Saint Pete Beach,US,27.7253,-82.7412,84.99,74,0,9.22,clear sky
408,Dax,FR,43.75,-1.1667,70.39,91,100,6.91,overcast clouds
409,Myaundzha,RU,63.0494,147.1858,62.92,61,100,4.81,overcast clouds
410,Marawi,PH,7.9986,124.2928,83.23,61,66,3.24,broken clouds
411,Yinchuan,CN,38.4681,106.2731,79.39,20,0,8.5,clear sky
412,Shahr-E Babak,IR,30.1165,55.1186,83.05,23,6,7.0,clear sky
413,Port Blair,IN,11.6667,92.75,84.24,84,75,8.05,broken clouds
414,Trincomalee,LK,8.5711,81.2335,84.15,71,61,18.01,moderate rain
415,Shenjiamen,CN,29.9576,122.298,83.23,79,36,5.5,scattered clouds
416,Mudanjiang,CN,44.5833,129.6,75.45,78,35,9.91,scattered clouds
417,Mocuba,MZ,-16.8392,36.9856,59.74,97,2,2.37,clear sky
418,Bam,IR,29.106,58.357,98.44,10,15,3.15,few clouds
419,Sayville,US,40.7359,-73.0821,84.38,88,20,3.44,few clouds
420,Dawlatabad,AF,36.4141,64.9053,100.33,8,0,10.69,clear sky
421,Nantucket,US,41.2835,-70.0995,78.91,97,100,5.75,mist
422,Weiser,US,44.251,-116.9693,89.8,31,0,4.05,clear sky
423,Port Hardy,CA,50.6996,-127.4199,59.18,72,20,12.66,few clouds
424,Atambua,ID,-9.1061,124.8925,82.51,43,35,2.37,scattered clouds
425,Seoul,KR,37.5683,126.9778,83.77,67,75,5.75,broken clouds
426,Port Shepstone,ZA,-30.7414,30.455,60.82,81,5,6.91,clear sky
427,San Policarpo,PH,12.1791,125.5072,85.75,71,66,6.35,broken clouds
428,Pisco,PE,-13.7,-76.2167,60.85,82,100,3.44,overcast clouds
429,Tessalit,ML,20.1986,1.0114,85.37,41,0,6.15,clear sky
430,Faya,SA,18.3851,42.4509,64.51,36,16,1.66,few clouds
431,Puerto Baquerizo Moreno,EC,-0.9,-89.6,69.48,75,75,8.9,broken clouds
432,Asau,RO,46.4333,26.4,56.32,50,0,4.97,clear sky
433,Guerrero Negro,MX,27.9769,-114.0611,68.65,82,0,16.91,clear sky
434,Comodoro Rivadavia,AR,-45.8667,-67.5,31.86,55,0,9.22,clear sky
435,Ayr,GB,55.4627,-4.6339,58.98,82,40,5.75,scattered clouds
436,Visby,SE,57.6409,18.296,68.83,83,48,9.22,scattered clouds
437,Balykshi,KZ,47.0667,51.8667,73.4,78,40,6.71,scattered clouds
438,Volsk,RU,52.0333,47.3833,64.29,79,0,1.43,clear sky
439,Yantal,RU,56.8471,105.2542,75.11,43,100,6.11,overcast clouds
440,Playa Del Carmen,MX,20.6274,-87.0799,79.61,81,32,5.95,scattered clouds
441,Bulgan,MN,48.8125,103.5347,50.38,93,100,2.44,moderate rain
442,Anadyr,RU,64.75,177.4833,57.7,54,75,11.18,broken clouds
443,Moranbah,AU,-22.0016,148.0466,69.03,39,0,14.2,clear sky
444,Kelvington,CA,52.1667,-103.5343,57.92,78,38,7.78,scattered clouds
445,Curico,CL,-34.9833,-71.2333,41.11,100,75,3.44,fog
446,Alofi,NU,-19.0595,-169.9187,80.49,65,40,11.5,scattered clouds
447,Burley,US,42.5357,-113.7928,78.76,49,0,3.44,clear sky
448,Laizhou,CN,37.1717,119.9214,84.04,57,85,9.95,overcast clouds
449,Binzhou,CN,37.3667,118.0167,89.44,47,98,3.36,overcast clouds
450,Westport,US,41.1415,-73.3579,84.74,89,0,5.75,clear sky
451,Vestmannaeyjar,IS,63.4427,-20.2734,51.94,97,100,7.43,overcast clouds
452,Waipawa,NZ,-41.4122,175.5153,46.78,72,89,11.79,overcast clouds
453,George,ZA,-33.963,22.4617,42.35,93,0,3.44,clear sky
454,Key West,US,24.5557,-81.7826,89.6,62,20,12.66,few clouds
455,Kungurtug,RU,50.5994,97.5228,72.23,33,27,1.61,scattered clouds
456,Batticaloa,LK,7.7102,81.6924,84.45,67,72,2.91,broken clouds
457,Stromness,GB,58.965,-3.296,46.36,80,100,7.14,overcast clouds
458,Half Moon Bay,US,37.4636,-122.4286,68.54,81,100,20.71,mist
459,Namestovo,SK,49.4079,19.4803,62.78,75,91,2.42,overcast clouds
460,Hun,LY,29.1268,15.9477,71.65,66,0,4.47,clear sky
461,Tawau,MY,4.2498,117.8871,87.93,70,100,5.01,overcast clouds
462,Hobyo,SO,5.3505,48.5268,76.59,77,62,20.89,broken clouds
463,Taltal,CL,-25.4,-70.4833,57.11,88,23,1.74,few clouds
464,Naze,JP,28.3667,129.4833,90.52,76,36,13.87,scattered clouds
465,Shenxian,CN,36.2411,115.6672,85.78,62,99,2.93,overcast clouds
466,Kununurra,AU,-15.7667,128.7333,87.78,16,1,9.22,clear sky
467,Gamba,GA,-2.65,10.0,70.72,89,94,8.1,overcast clouds
468,Punta Cardon,VE,11.6581,-70.215,79.54,85,62,27.81,broken clouds
469,Khandbari,NP,27.3747,87.2039,80.08,75,98,2.46,overcast clouds
470,Bogota,CO,4.6097,-74.0817,49.51,93,40,5.75,scattered clouds
471,Mgachi,RU,51.05,142.2667,61.74,83,100,6.02,overcast clouds
472,Caldwell,US,43.6629,-116.6874,89.74,28,0,5.75,clear sky
473,Burla,IN,21.5,83.8667,82.29,80,100,5.03,overcast clouds
474,Burnie,AU,-41.0667,145.9167,55.92,85,89,13.06,overcast clouds
475,Shakhovskaya,RU,56.0283,35.5097,57.45,84,1,9.98,clear sky
476,Dabakala,CI,8.3667,-4.4333,68.4,96,43,3.6,scattered clouds
477,Murdochville,CA,48.9583,-65.5006,59.88,95,98,4.97,overcast clouds
478,Mocorito,MX,25.4833,-107.9167,91.26,61,99,4.32,overcast clouds
479,Mangaratiba,BR,-22.9597,-44.0406,65.26,85,7,3.78,clear sky
480,Ayagoz,KZ,47.9714,80.4392,80.62,32,68,1.45,broken clouds
481,Lashio,MM,22.9333,97.75,78.24,89,82,0.78,broken clouds
482,Laguna,US,38.421,-121.4238,89.58,29,0,8.05,clear sky
483,Warmbad,NA,-28.45,18.7333,57.38,42,0,12.68,clear sky
484,Majene,ID,-3.5403,118.9707,84.47,71,53,13.24,broken clouds
485,Larsnes,NO,62.2028,5.5773,54.45,92,100,5.48,overcast clouds
486,Sorland,NO,67.667,12.6934,51.66,91,100,19.39,overcast clouds
487,Grand Gaube,MU,-20.0064,57.6608,70.38,70,36,8.99,scattered clouds
488,Shimoda,JP,34.6667,138.95,93.11,75,4,12.12,clear sky
489,Toamasina,MG,-18.1667,49.3833,64.4,94,75,4.61,broken clouds
490,Hearst,CA,49.6835,-83.6665,59.25,97,49,6.15,scattered clouds
491,Komsomolskiy,UZ,40.4272,71.7189,95.72,18,0,4.61,clear sky
492,Bria,CF,6.5423,21.9863,69.6,96,100,1.77,light rain
493,Saulkrasti,LV,57.2622,24.4147,64.8,77,3,6.06,clear sky
494,Alamosa,US,37.4695,-105.87,71.58,40,0,9.22,light rain
495,Russell,US,32.3502,-85.1999,74.48,94,20,5.75,few clouds
496,Madang,PG,-5.2246,145.7966,84.78,66,9,6.38,clear sky
497,Nocupetaro,MX,19.05,-101.15,76.28,85,60,3.11,broken clouds
498,Akureyri,IS,65.6835,-18.0878,48.13,87,100,3.44,overcast clouds
499,Omboue,GA,-1.5746,9.2618,70.79,90,96,8.81,overcast clouds
500,Ulladulla,AU,-35.35,150.4667,58.6,76,61,10.27,broken clouds
501,Deputatskiy,RU,69.3,139.9,59.76,49,4,15.5,clear sky
502,San Borja,BO,-14.8167,-66.85,69.49,71,7,1.99,clear sky
503,Mitu,CO,1.1983,-70.1733,70.39,98,91,1.21,overcast clouds
504,Chapleau,CA,47.8405,-83.4034,57.42,69,28,6.49,scattered clouds
505,Inuvik,CA,68.3499,-133.7218,70.66,52,75,4.61,broken clouds
506,Okhotsk,RU,59.3833,143.3,63.72,78,98,8.55,overcast clouds
507,Kodinsk,RU,58.6881,99.1844,75.47,50,88,6.98,overcast clouds
508,Cap Malheureux,MU,-19.9842,57.6142,70.47,70,30,8.99,scattered clouds
509,Bremerton,US,47.5673,-122.6326,75.09,72,0,11.5,clear sky
510,Penzance,GB,50.1186,-5.5371,57.88,76,64,13.35,broken clouds
511,Thohoyandou,ZA,-22.9456,30.485,55.78,91,38,2.01,scattered clouds
512,Bangaon,IN,23.0667,88.8167,90.9,60,82,9.84,broken clouds
513,Kinablangan,PH,7.6947,126.5503,84.54,70,37,4.21,light rain
514,Constantine,DZ,36.365,6.6147,71.01,68,0,1.14,clear sky
515,Berlevag,NO,70.8578,29.0864,55.2,96,99,20.85,overcast clouds
516,Bucerias,MX,20.75,-105.3333,81.41,88,28,2.35,scattered clouds
517,Oyama,JP,36.3,139.8,88.59,53,81,0.29,broken clouds
518,Peniche,PT,39.3558,-9.3811,66.11,84,83,14.14,broken clouds
519,Iaciara,BR,-14.0958,-46.6317,67.37,47,11,2.37,few clouds
520,Diamantina,BR,-18.2494,-43.6003,51.51,90,10,3.98,clear sky
521,Menongue,AO,-14.6585,17.691,46.71,55,4,3.42,clear sky
522,Kushiro,JP,42.975,144.3747,68.95,83,75,6.91,broken clouds
523,Arrifes,PT,37.7667,-25.7,67.23,88,20,4.61,few clouds
524,Sembakung,ID,3.8167,117.25,84.52,78,100,2.51,overcast clouds
525,Ostersund,SE,63.1792,14.6357,52.61,87,40,10.36,scattered clouds
526,San Patricio,US,28.017,-97.5169,84.09,75,3,12.12,clear sky
527,Potosi,BO,-19.5836,-65.7531,42.19,18,41,5.06,scattered clouds
528,Makakilo City,US,21.3469,-158.0858,82.72,60,0,14.97,clear sky
529,Utrera,ES,37.1852,-5.7809,79.48,74,18,1.95,few clouds
530,Chulman,RU,56.8479,124.9104,76.53,54,87,4.7,overcast clouds
531,Lillooet,CA,50.6856,-121.942,75.94,50,100,5.41,overcast clouds
532,Bogande,BF,12.9714,-0.1436,81.27,65,93,5.37,overcast clouds
533,Ola,RU,59.5833,151.2833,79.14,71,93,4.99,overcast clouds
534,Solnechnyy,RU,50.7214,136.6319,55.45,95,100,7.23,overcast clouds
535,Itagiba,BR,-14.2836,-39.8428,61.81,99,34,2.15,scattered clouds
536,Gidam,IN,18.9833,81.4,78.1,88,100,4.03,overcast clouds
537,Betare Oya,CM,5.6,14.0833,66.43,99,100,3.42,light rain
538,Miles City,US,46.4083,-105.8406,81.57,26,0,9.22,clear sky
539,Los Andes,CL,-32.8337,-70.5983,49.01,38,0,3.4,clear sky
540,Carolina,PR,18.3808,-65.9574,80.76,93,40,4.61,scattered clouds
541,Cleveland,US,41.4995,-81.6954,80.35,70,0,9.22,clear sky
542,Cabedelo,BR,-6.9811,-34.8339,72.27,86,100,7.56,overcast clouds
543,Perene,PE,-10.9492,-75.2261,71.13,84,66,1.19,broken clouds
544,Kwinana,AU,-32.25,115.7667,64.18,65,57,12.48,light rain
545,Cockburn Town,TC,21.4612,-71.1419,82.24,81,12,21.07,few clouds
546,Stephenville,US,32.2207,-98.2023,91.53,43,40,5.75,scattered clouds
547,Nabire,ID,-3.3667,135.4833,82.87,76,23,4.07,few clouds
548,Yangjiang,CN,21.85,111.9667,88.75,67,2,4.03,clear sky
549,Ternate,ID,0.8,127.4,83.5,73,31,8.75,scattered clouds
550,Rio Gallegos,AR,-51.6226,-69.2181,28.45,86,0,18.41,clear sky
551,Sokoni,TZ,-6.4333,39.55,71.46,73,2,14.2,light rain
552,Bay Roberts,CA,47.5999,-53.2648,62.35,92,31,2.84,scattered clouds
553,Talara,PE,-4.5772,-81.2719,63.86,84,53,10.56,broken clouds
554,Quesnel,CA,52.9999,-122.5029,75.7,41,0,2.3,clear sky
555,Atar,MR,20.5169,-13.0499,88.03,40,5,6.96,clear sky
556,Balabac,PH,7.9868,117.0645,84.69,71,57,3.22,broken clouds
557,Broken Hill,AU,-31.95,141.4333,62.6,50,85,17.65,overcast clouds
558,The Valley,AI,18.217,-63.0578,82.26,75,96,19.82,overcast clouds
559,Murgab,TM,37.4966,61.9714,80.47,36,0,6.91,clear sky
560,Dawei,MM,14.0833,98.2,77.47,91,100,5.01,overcast clouds
561,Babaeski,TR,41.4325,27.0931,68.34,74,0,2.75,clear sky
562,Rehoboth,NA,-23.3167,17.0833,46.74,47,0,2.13,clear sky
563,Green River,US,41.5286,-109.4662,81.0,27,93,5.26,overcast clouds
564,Barabai,ID,-2.5833,115.3833,86.05,73,100,1.59,overcast clouds
565,Vyazniki,RU,56.25,42.1667,61.66,87,43,9.33,scattered clouds
566,Manaure,CO,11.7751,-72.4445,81.59,74,8,12.37,clear sky
567,Vila Franca Do Campo,PT,37.7167,-25.4333,69.19,85,62,2.06,broken clouds
568,Dunedin,NZ,-45.8742,170.5036,45.81,75,96,1.99,overcast clouds
569,Novobirilyussy,RU,56.9514,90.6661,66.31,70,100,8.03,light rain
570,Khash,IR,28.2211,61.2158,85.39,43,2,4.65,clear sky
571,Saint Cloud,US,45.5608,-94.1625,71.38,68,0,3.44,clear sky
572,Conde,BR,-7.2597,-34.9075,71.06,100,75,2.3,broken clouds
573,Byron Bay,AU,-28.65,153.6167,59.94,82,100,20.65,light rain
574,Muros,ES,42.7762,-9.0603,67.08,80,100,13.24,overcast clouds
575,Moose Factory,CA,51.2585,-80.6094,57.2,94,0,6.91,clear sky
576,Moerai,PF,-22.4333,-151.3333,72.19,57,2,18.66,clear sky
577,Nicolas Bravo,MX,18.45,-88.9167,73.74,95,6,3.11,clear sky
578,Quang Ngai,VN,15.1167,108.8,89.73,56,64,6.29,broken clouds
579,Jian,CN,27.1172,114.9793,96.04,49,12,8.46,few clouds
580,Waitati,NZ,-45.75,170.5667,45.81,75,100,2.86,overcast clouds
581,Los Zacatones,MX,22.95,-102.05,66.42,52,70,26.87,broken clouds
582,Farah,AF,32.5,62.5,92.05,10,0,3.42,clear sky
583,Ketchikan,US,55.3422,-131.6461,63.07,72,75,5.75,broken clouds
584,Kimbe,PG,-5.5502,150.1429,85.19,71,46,6.22,light rain
585,Doka,SD,13.5167,35.7667,70.3,86,58,7.2,broken clouds
586,Los Corrales De Buelna,ES,43.2636,-4.0726,68.94,95,100,1.99,overcast clouds
587,Codo,BR,-4.4553,-43.8856,72.88,63,46,3.58,scattered clouds
588,Andernach,DE,50.4333,7.4,64.27,91,70,2.01,broken clouds
589,Villalba,PR,18.1272,-66.4921,81.21,84,98,5.75,overcast clouds
590,Lerwick,GB,60.1545,-1.1494,48.2,86,82,8.66,broken clouds
591,Tigil,RU,57.8,158.6667,74.8,42,4,13.6,clear sky
592,Smila,UA,49.2224,31.8871,61.14,88,0,9.86,clear sky
593,Shelburne,CA,44.0787,-80.2041,70.25,76,0,7.2,clear sky
594,Imeni Poliny Osipenko,RU,52.4201,136.4853,60.06,87,100,9.04,overcast clouds
595,Vestmanna,FO,62.1564,-7.1664,45.52,100,75,0.0,broken clouds
596,Kisangani,CD,0.5167,25.2,71.01,97,100,2.28,light rain
597,Huarmey,PE,-10.0681,-78.1522,61.66,88,52,10.25,broken clouds
598,Homer,US,59.6425,-151.5483,55.78,81,100,13.0,overcast clouds
599,Sao Filipe,CV,14.8961,-24.4956,74.1,87,87,7.09,overcast clouds
600,Niksic,ME,42.7731,18.9445,53.46,48,0,5.57,clear sky
601,Ranong,TH,9.9658,98.6348,76.93,81,100,8.05,overcast clouds
602,Mackay,AU,-21.15,149.2,70.68,54,7,8.7,clear sky
603,Srednekolymsk,RU,67.45,153.6833,61.93,34,3,7.61,clear sky
604,Coahuayana,MX,18.7333,-103.6833,79.81,91,100,2.55,overcast clouds
605,Newport,GB,51.5877,-2.9984,65.25,80,100,5.35,overcast clouds
606,Namie,JP,37.4833,141.0,77.54,99,100,6.98,overcast clouds
607,Brownsville,US,25.9018,-97.4975,84.15,79,0,13.8,clear sky
608,Kipit,PH,8.0461,122.5322,85.3,70,66,4.16,broken clouds
609,Bontang,ID,0.1333,117.5,85.78,63,93,2.71,overcast clouds
610,Rio Grande City,US,26.3798,-98.8203,84.11,72,0,18.25,clear sky
611,Fonte Boa,BR,-2.4959,-66.2662,71.31,98,99,0.63,overcast clouds
612,Shenzhen,CN,22.5455,114.0683,93.85,72,0,5.26,clear sky
613,Severnyy,RU,50.677,36.5532,57.24,94,75,8.95,broken clouds
614,Kangaatsiaq,GL,68.3065,-53.4641,42.76,90,100,10.67,overcast clouds
615,Benito Juarez,MX,19.385,-99.165,70.84,49,51,11.01,broken clouds
616,Tabuk,PH,17.4189,121.4443,89.62,61,1,4.9,clear sky
617,Amapa,BR,1.0,-52.0,71.76,96,98,1.88,overcast clouds
618,Sulangan,PH,11.1373,123.7228,84.56,71,95,3.89,overcast clouds
619,Satinka,RU,52.3792,41.6819,56.44,95,100,7.67,light rain
620,Sept-Iles,CA,50.2001,-66.3821,60.06,95,100,10.36,moderate rain
621,Tepechitlan,MX,21.6667,-103.3333,66.97,74,36,8.46,scattered clouds
622,Aksarka,RU,66.5606,67.7975,47.97,68,100,4.16,overcast clouds
623,Kachug,RU,53.9606,105.8817,62.17,80,100,2.55,light rain
624,Batagay-Alyta,RU,67.8006,130.4114,70.25,49,7,9.06,clear sky
625,Colesberg,ZA,-30.72,25.0972,47.64,48,0,5.84,clear sky
626,Tangi,PK,34.3006,71.6536,80.6,61,100,0.6,overcast clouds
627,Camacha,PT,33.0833,-16.3333,65.62,73,75,14.97,broken clouds
628,Pangody,RU,65.85,74.4859,45.66,81,100,9.13,overcast clouds
629,Alyangula,AU,-13.8483,136.4192,74.97,48,8,13.04,clear sky
630,Hami,CN,42.8,93.45,86.88,16,0,4.47,clear sky
631,Rocha,UY,-34.4833,-54.3333,46.15,95,100,1.68,overcast clouds
632,Paso De Los Toros,UY,-32.8167,-56.5167,56.35,96,100,7.85,overcast clouds
633,Pueblo Nuevo,MX,23.3833,-105.3833,58.1,83,99,6.04,overcast clouds
634,Revelstoke,CA,50.9832,-118.2023,78.82,41,0,2.3,clear sky
635,Talaya,RU,61.3833,152.75,60.01,52,100,5.28,overcast clouds
636,Pringsewu,ID,-5.3582,104.9744,85.05,66,98,3.11,overcast clouds
637,Assiniboia,CA,49.6334,-105.9845,66.02,68,11,8.05,few clouds
638,Aras,ES,42.5617,-2.356,66.61,78,0,10.36,clear sky
639,Vostok,RU,46.4856,135.8833,65.03,91,100,2.33,overcast clouds
640,Tsabong,BW,-26.0217,22.401,55.36,48,1,8.86,clear sky
641,Sovetskiy,RU,61.3614,63.5842,61.7,62,84,2.55,broken clouds
642,Turbat,PK,26.0023,63.044,84.96,71,84,5.75,broken clouds
643,Tura,IN,25.5198,90.2201,81.46,87,100,1.5,overcast clouds
644,Kudahuvadhoo,MV,2.6708,72.8944,81.0,78,100,21.52,overcast clouds
645,El Tigre,VE,8.8875,-64.2454,74.25,92,88,10.89,overcast clouds
646,Kingisepp,RU,59.3733,28.6134,65.66,77,58,3.69,broken clouds
647,Taitung,TW,22.7583,121.1444,89.87,79,20,11.5,few clouds
648,Huari,PE,-9.3333,-77.2333,39.61,86,15,2.33,few clouds
649,Yeppoon,AU,-23.1333,150.7333,73.18,68,36,12.8,scattered clouds
650,Qaqortoq,GL,60.7167,-46.0333,45.99,85,17,6.71,few clouds
651,Oranjemund,NA,-28.55,16.4333,52.79,86,0,3.87,clear sky
652,Angoche,MZ,-16.2325,39.9086,69.89,80,0,5.08,clear sky
653,Nyurba,RU,63.2842,118.3319,72.91,60,17,6.02,light rain
654,Orcopampa,PE,-15.2661,-72.3417,45.9,48,0,2.35,clear sky
655,Semnan,IR,35.5729,53.3971,89.31,20,0,3.29,clear sky
656,Villa Bruzual,VE,9.3328,-69.1208,72.18,96,70,3.11,broken clouds
657,Te Anau,NZ,-45.4167,167.7167,44.01,85,67,1.88,broken clouds
658,Longyan,CN,25.1072,117.0225,97.57,37,0,4.72,clear sky
659,Kotelnich,RU,58.3089,48.348,64.67,77,57,3.02,broken clouds
660,Norfolk,US,42.1668,-71.2495,78.35,92,0,3.44,clear sky
661,Conakry,GN,9.538,-13.6773,76.5,89,100,13.51,moderate rain
662,Sedona,US,34.8697,-111.761,89.35,25,0,8.05,clear sky
663,Minot,US,48.2325,-101.2963,66.31,51,1,7.94,clear sky
664,Maldonado,UY,-34.6667,-54.9167,48.22,94,100,4.18,overcast clouds
665,Havelock,US,34.8791,-76.9013,84.18,93,75,10.36,broken clouds
666,Valley City,US,46.9233,-98.0032,70.32,88,0,9.22,clear sky
667,Sinnamary,GF,5.3833,-52.95,77.22,87,70,6.69,broken clouds
668,Ingham,US,42.6,-84.3833,73.35,77,40,5.75,scattered clouds
669,Qui Nhon,VN,13.7667,109.2333,84.25,67,79,5.97,broken clouds
670,Berdigestyakh,RU,62.0989,126.6992,70.45,67,91,6.31,overcast clouds
671,San Pedro,PH,14.35,121.0167,88.32,75,40,6.91,scattered clouds
672,College,US,64.8569,-147.8028,66.52,62,75,4.61,broken clouds
673,Dryden,CA,49.7833,-92.7503,64.69,72,100,5.75,overcast clouds
674,Fare,PF,-16.7,-151.0167,76.78,74,3,9.93,light rain
675,Saint-Georges,GD,12.0564,-61.7485,80.28,83,20,11.5,few clouds
676,Bara,NG,10.3744,10.7288,71.67,95,80,8.68,broken clouds
677,Taywarah,AF,33.35,64.4167,76.26,14,0,2.89,clear sky
678,New Iberia,US,30.0035,-91.8187,83.08,83,20,5.64,few clouds
679,Mogadishu,SO,2.0371,45.3438,75.72,85,51,19.53,light rain
